Base;Data;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DT_SA;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
WEB_COMM;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
WEB_DEFENSE;19/04/2022;;;;
WEB_DT_SA;19/04/2022;;;;
DT_SA;19/04/2022;;;;
WEB_DT_SA;19/04/2022;;;;
WEB_DT_SA;19/04/2022;;;;
WEB_DT_SA;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
WEB_DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
DT_SA;19/04/2022;;;;
DT_SA;19/04/2022;;;;
WEB_DT_COMM;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DT_SA;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
EXECUTIVE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
COMMERCIAL;19/04/2022;;;;
DEFENSE;19/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
WEB_DEFENSE;20/04/2022;;;;
WEB_DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
WEB_EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
WEB_DT_COMM;20/04/2022;;;;
WEB_COMM;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
DT_SA;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
WEB_DT_SA;20/04/2022;;;;
DT_SA;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
COMMERCIAL;20/04/2022;;;;
EXECUTIVE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;20/04/2022;;;;
DEFENSE;21/04/2022;;;;
EXECUTIVE;21/04/2022;;;;
DEFENSE;21/04/2022;;;;
COMMERCIAL;21/04/2022;;;;
COMMERCIAL;21/04/2022;;;;
DEFENSE;22/04/2022;;;;
DEFENSE;22/04/2022;;;;
WEB_DT_COMM;22/04/2022;;;;
DEFENSE;22/04/2022;;;;
WEB_DT_COMM;22/04/2022;;;;
DEFENSE;22/04/2022;;;;
COMMERCIAL;23/04/2022;;;;
DT_SA;23/04/2022;;;;
DEFENSE;23/04/2022;;;;
DEFENSE;24/04/2022;;;;
DEFENSE;24/04/2022;;;;
COMMERCIAL;24/04/2022;;;;
COMMERCIAL;24/04/2022;;;;
COMMERCIAL;24/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
TR_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
TR_COMM;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
WEB_DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
WEB_DT_SA;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
WEB_DT_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_COMM;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
DT_SA;25/04/2022;;;;
WEB_COMM;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DT_SA;25/04/2022;;;;
DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
WEB_DT_SA;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
EXECUTIVE;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
COMMERCIAL;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
DEFENSE;25/04/2022;;;;
